Ligne,Traduction,Espaces placés au début,Révision 2022 (pour référence)
20044,"Si ça fait référence aux constellations, ",0,alignement saynète
20045,alors la vache doit être une parodie du taureau.,0,牛は牡牛座のもじりでしょう。
20046,,4,
20047,,4,
20048,"Mam'zelle Alice, vous le fabriquez à la chaîne ?",4,アリスさん、そのたびに作ってるッスか？
20049,,4,
20050,Diddle Diddle est à la base de ma Magie.,4,
20051,,4,
20052,"Une fois la nuit intensifiée, ma Magie,",4,
20053,"les sorts de contes de fées, prend un sens tangible.",4,
20058,,4,
20059,,4,
20060,,4,
20061,,4,
20062,,4,
20063,,4,
20064,,6,
20065,,4,
20066,,4,
20067,pour attirer les passants en son sein.,4,
20068,,4,
20069,,4,
20070,,4,
20071,"doté d'un monde parallèle, mais il est resté<ra>endommagé pendant un certain temps.",4,alignement saynète
20072,,4,
20073,pour le réparer.,4,
20076,Une règle stipule qu'une sorcière doit créer<ra>un Ploy suprême de son vivant.,,魔女はその生で一つ、至高のプロイを遺さないとい^けない決まりがあるから。
20077,,4,alignement saynète
20078,,4,alignement saynète
20079,,4,alignement saynète
20080,Tu vois ? En affichant la carte de Misaki sur le Miroir de la sieste et en,0,
20081,"posant le pion dessus, l'endroit correspondant devient la Forêt sans nom.",0,alignement saynète
20082,,4,
20083,,4,
20084,,4,
20085,"Ça n'a pas d'effet sur les durs de la<ra>comprenette, si je saisis bien.",2,alignement saynète
20086,...... Exactement.,4,
20087,"Ce n'était pas ma faute, mais j'ai manqué de vigilance.",4,
20088,,4,
20089,Reprenons. Le Ploy suivant―――,,alignement saynète
20090,,2,alignement saynète
20091,Un œuf que j'peux avaler tout rond !,2,alignement saynète
20095,"Et en plus, j'entends une sorte de tic tac",,
20096,qui retentit à l'intérieur de mon ventre.,,
20105,,16,alignement saynète
20107,,4,
20108,,4,
20109,,4,
20110,"“Humpty Dumpty, assis sur un mur mal assuré,",,
20111,préféra ignorer le roi lui disant d'en descendre.,,
20112,"Ce dernier irrité ordonna à ses soldats de le déloger,",1,
20113,mais ils ne purent atteindre l'œuf haut perché.,1,alignement saynète
20116,pour se briser atrocement en mille morceaux.,,
20120,La morale veut que certaines choses<ra>soient irréparables.,,
20121,Je trouve ça particulièrement frustrant.,,
20122,,4,
20123,,4,
20124,,4,
20125,,4,
20126,,4,
20129,Les stocks sont épuisés pour ce soir.,0,alignement saynète
20130,"Chef, l'addition s'il vous plaît.",0,
20131,,4,
20132,tous les ōtoros seront pour moi.,4,
20133,,2,alignement saynète
20134,,2,alignement saynète
20135,,2,alignement saynète
20136,,4,
20137,"Tu fais les courses la journée ?<ra>Je t'envie, Robin.",4,alignement saynète
20141,,4,
20142,,4,
20143,,4,
20144,"Non, pas du tout.",4,
20145,"Ah. J'ai capté ! Mam'zelle Alice,",4,
20146,"vous vouliez travailler avec l'idiot, que c'est mi...",4,
20148,,6,
20149,,6,
20150,,6,
20154,,4,alignement saynète
20155,"C'est quoi,<ra>cette espèce de boîte à bijoux ?",4,alignement saynète
20156,,4,
20157,,4,
20158,,4,
20159,"Il a peut-être l'air faible,<ra>mais c'est un Ploy extrêmement utile.",,
20161,,2,alignement saynète
20162,,2,alignement saynète
20166,,3,
20170,les oiseaux sans raison. Qu'est-ce qu'ils avaient,,
20171,"contre les oiseaux, ces nordiques ?",,
20172,,6,
20173,,6,
20174,,6,
20175,"Après le deuxième couplet, le poème prend",4,
20176,la forme d'une satire de la politique de l'époque.,4,alignement saynète
20177,,0,alignement saynète
20178,,0,alignement saynète
20179,"celle qui dépense en s'cret, c'pas la reine mais Mam'z...",0,alignement saynète
20181,,8,alignement saynète
20185,,4,alignement saynète
20186,,4,alignement saynète
20188,,2,alignement saynète
20189,,2,alignement saynète
20190,,2,alignement saynète
20192,,16,alignement saynète
20193,,4,
20194,,4,
20195,,4,
20198,,4,
20199,Tu apparais bien assez comme ça<ra>dans l'histoire principale.,4,
20201,Il se base sur un chant funèbre. L'histoire,,
20202,tourne autour du meurtre d'un rouge-gorge.,,alignement saynète
20203,"À la question 「Qui l'a tué ?」,",,
20204,l'ensemble du cortège funèbre répond 「Moi」.,,
20206,"Suite à l'immense succès de cete comptine de Mother Goose,",4,
20207,la préquelle “L'heureuse cour de Cock Robin et Jenny Wren”,4,
20208,fut publiée et devint elle aussi un best-seller.,4,
20209,"Elle fut suivie de ""Le procès et l'exécution du moineau pour avoir tué",,
20210,"Cock Robin"" qui conte les évènements après la mort du rouge-gorge.",,
20212,Les piafs ont pourtant jamais eu un yen.,0,alignement saynète
20216,"En d'autres termes―――le personnage<ra>principal de Mahoyo, c'est mo...",4,alignement saynète
20217,Kya !,0,alignement saynète
20218,,4,alignement saynète
20219,Ça pourra pas être pire que maintenant.,0,alignement saynète
20220,,4,
20221,,4,
20225,,8,alignement saynète
20226,,8,
20227,,6,
20228,,6,
20231,,2,alignement saynète
20232,,2,alignement saynète
20235,Comme les mots-valises inventés par Lewis Carroll.,,alignement saynète
20239,"「Eh bien, “slictueux” signifie :<ra>“souple, actif, onctueux”.」",,alignement saynète
20240,,2,
20241,,2,
20242,,2,
20243,"Humpty n'a pas servi à proprement<ra>parler de modèle pour lui,",4,
20244,,4,
20245,,4,
20246,,4,
20247,,4,
20248,"Eh bien, en combinant les deux, les bonus",0,
20249,collector de l'édition limitée resteraient,0,
20250,constamment disponibles à la vente.,0,
20251,,4,alignement saynète
20252,,4,
20255,,4,
20256,,4,
20257,,4,
20260,,4,
20261,...... Ce n'est qu'un produit raté.,4,alignement saynète
20262,C'est mon premier Ploy. Il n'a aucune utilité.,,
20263,Je m'en sers de décoration par sentimentalisme.,,
20264,"Comme tu le vois, il ne sert à rien au combat. Et puis, il est plutôt",0,
20265,"laid, alors je n'aime pas trop le montrer... mais ça reste un souvenir.",0,alignement saynète
20266,C'est un ouvrage en sucre en forme de broche.,4,
20267,"Ouah, sucré...!",4,
20268,,4,
20274,"J'suis à l'endroit indiqué, mais Mam'zelle Alice n'est",,
20275,"pas là. L'heure et le lieu devraient être justes,",,
20276,"pourtant... J'vais recrier l'titre, on sait jamais.",,
20279,,2,
20280,,2,
20281,,2,
20285,Ne sais-tu donc pas qu'un important pourcentage<ra>d'oiseaux migrateurs décèdent en tentant de la franchir ?,,
20286,Un moment d'inattention et c'est la mort assurée.,2,
20287,Tu peux mourir n'importe quand. Fais preuve de,2,
20288,respect envers les sommets où vivent les dieux.,2,
20289,,4,
20290,"Je reformule. Ne nous sous-estime pas,",,
20291,"la montagne et moi. Aujourd'hui,",,
20292,je suis deux fois plus motivée que d'ordinaire.,,
20293,,2,
20294,,2,
20295,"Bien, c'est l'heure de Tout sur les Ploy, Robin.",4,
20296,"Aujourd'hui, je me sens en pleine forme,",4,
20297,alors abordons un sujet spécial.,4,
20298,,2,
20299,,2,
20303,Ce sont les Trois Grands Ploy. Les trois artéfacts,0,
20304,fabuleux qu'auraient été créés par la première sorcière.,0,
20305,,6,
20306,,6,
20307,,6,
20310,Il tire son origine du conte de Mother Goose “le Pont de Londres”.,1,
20311,,0,
20312,,1,
20313,Elle a été traduite en japonais<ra>et est même enseignée à l'école.,2,
20314,Elle est donc très connue.,2,
20317,"...... C'était un adversaire redoutable. Et puis,",2,
20318,lui et moi ne sommes pas vraiment compatibles.,2,
20319,Je ne peux donc pas utiliser correctement Thames.,2,
20320,Je ne peux l'invoquer que jusqu'au deuxième couplet.,0,
20321,,0,
20322,,0,
20323,Dans la chanson du Pont de Londres.,0,
20324,『～Les arbres et la terre s'envolent.,1,
20325,～Les briques et le mortier s'effritent.』,2,
20328,,4,
20329,,4,
20330,"Dans la version actuelle de Mother Goose, il a quatre formes.",4,
20331,Donc il y a autre chose après le bois et la pierre.,2,
20332,Mais ça vous dérange pas ?,2,
20333,,2,
20336,,2,
20337,,2,
20338,,2,
20339,,2,
20340,Parce que la société humaine ne m'intéresse pas.,4,
20341,Le pont présent dans mon univers ne va que du bois à la roche.,4,
20342,"Comment ! Moi qui vous croyais invulnérable,",,
20343,vous cachez donc des points faibles......,,
20344,"Ah, non, en y repensant,",4,
20345,vous n'êtes pas si invulnérable que ça ! Vous perdez souvent !,4,無敵じゃなかったッスね！　アリスさん、負け星のが多いッス、
20346,"Comme moi, quoi !",4,ジブンとおそろッスー！
20347,"Mais au fait, si j'comprends bien les rumeurs,",4,
20348,Thames Troll serait le meilleur golem au monde.,4,
20349,,4,
20352,"il deviendrait un pont absolument infranchissable,",,
20353,même pour Aoko et ses meilleures techniques.,,
20354,,4,
20355,"Il se manifesterait en tant que géant de la ville,<ra>allant jusqu'à sublimer son propre surnom.",4,
20358,"Vous vous la racontez, pas vrai ?",,
20365,Reparlons de ce “je me la raconte”.,2,
20366,"À toi de jouer, Thames.",2,
20367,Montre-nous toute ta puissance.,2,
20371,,2,
20372,,2,
20373,J'pensais pas que c'était dans c'sens-là !,0,
20374,,0,
20375,"Pourtant, j'ai dit plein de trucs.",0,
20376,,6,
20377,"Mais comme tu étais trop bruyant, j'ai ordonné",6,
20378,au réalisateur de couper spécifiquement tes répliques.,6,
20379,"Great. De cette façon, toute l'attention peut<ra>se concentrer sur vous, hein ?",,
20382,"Le deuxième, oui. À titre d'information,",,
20383,je précise que le corps de Snark est liquide.,,
20384,,2,
20385,,2,
20386,Quelqu'un que tu connais très bien.,2,
20387,"Avant de devenir amie avec elle,",2,
20388,mes Ploy n'avaient pas de nom.,2,
20389,Je les appelais selon leur ordre de force ou,4,
20390,"de mon attachement envers eux, 1er, 2e, etc.",4,
20391,,4,
20392,Vous n'donniez pas de nom par paresse...,4,
20393,"par simplicité plutôt, mais pourquoi les nommer par ordre ?",4,
20394,"Eh bien, si je leur avais attribué des numéros fixes<ra>arbitrairement, cela aurait semé la confusion, non ?",0,
20395,Alors que mon affection ou leurs forces changeaient constamment.,0,どれが強いか、どれが好きかなんて、日によって変わるのだし。
20399,,4,
20400,,4,
20401,,4,
20403,"Prête-moi le sixième Ploy, s'il te plaît.",,
20405,"Conformément à sa demande, je lui ai prêté",4,
20406,le Ploy que j'avais nommé “sixième” ce jour-là.,4,
20407,,4,
20408,"J'imagine la suite, mais j'demande quand même.",4,
20409,C'était quel Ploy ?,4,
20410,Le parfum qu'elle nommerait après ça le Goblin Fron.,4,
20411,"Quand quelqu'un s'en met, il ne peut que dire des injures<ra>et parler en argot pendant toute une journée.",4,
20412,,12,
20413,"Après ça, elle m'a proposé de donner des noms aux Ploy.",,
20414,Avec les yeux boursouflés pour une raison qui m'échappe.,,
20415,『Celui-ci est Sweets Hearts. Lui Scripps Humpty.<ra> Celui-là Diddle Diddle. Et lui Flat Snark.<ra> Compris ? Appelle-les comme ça dorénavant.』,,『これはスイーツハーツ。これはスクリプス・ハンプティ。これはディドルディドル。これはフラットスナーク。いい。これからはこの名前で統一するのよ』
20416,"...... On dit que le nom est le reflet de l'âme, vois-tu ?",,
20417,"Je pensais que les classer selon mon humeur était plus simple<ra>que d'employer des noms extravagants, mais...",,
20418,『On ne peut pas deviner ton état d'esprit. Dis-toi que<ra> mon destin peut dépendre de tes mystérieuses humeurs.』,4,
20419,"『Et puis, ce genre de noms sera bientôt à la mode. C'est certain.<ra> Même si on en aura sûrement rapidement assez.』",0,『それに近い将来、こういう名前がトレンドになる時代がくるから。絶対。すぐに飽きられるだろうけど』
20420,"『Quitte à leur donner des noms, autant que ça en jette. Ce sont<ra> nos créations originales, ne pas suivre la mode serait du gâchis.』",0,『なんで、どうせつけるならイカした方がグッドでバッド。せっかくアタシたちだけのオリジナリティなのよ、ポップに流行らせなくちゃ大損だわ！』
20421,"Depuis, j'appelle les Ploy par des noms. Ça a été dur de tous<ra>les retenir, mais je ne me suis plus jamais trompée après ça.",,それ以来、わたしはプロイを名前で呼ぶようになった。いちいち名前を覚える手間はあったけれど、プロイを間違えるコトはなくなったわ。
20422,C'est un peu comme l'œuf de Colomb.,,
20424,"Parfois, je me dis que cette fille est un génie.",,
20425,,4,
20426,,4,
20427,,8,
20428,,4,
20429,,4,
20432,,0,
20433,"Et cette huile précieuse, Mam'zelle Aoko l'a brûlée.",0,
20434,On n'peut pas le restaurer ?,0,
20435,,6,
20436,Rien ne peut raffiner Snark à notre époque.,6,
20437,Et c'est ainsi qu'cet héritage culturel fut anéanti par une sauvage,0,
20438,"ne vivant qu'à l'instinct. Ha ha, c'est si drôle d'écraser la culture !",0,
20439,"Mais quand même, après le Négligent, c'est Snark qui y passe !",4,
20440,"Ha ha, les Great Three ?",4,
20441,,4,
20444,Je vais peut-être commander un poulet rôti.,,それじゃあ、わたしはフライドチキンにしてもらお^うかしら。
20446,"Le menu ne comporte qu'des hot-dogs,<ra>du pop-corn et des frites.",,外のメニュー、ホットドッグとポップコーンとポテ^トしかなかったッスよ。
20447,"J'ai pour habitude d'vérifier le menu au cinéma. Et puis, le poulet rôti a une odeur trop forte pour le cinéma. Ça gêne les autres clients.",,
20451,Ha ha. C'est donc pas pour le manger.,0,ハハハ。食事として、頼むワケでは、ないと。
20452,Ne serait-ce pas la première fois que tu boues entièrement<ra>des plumes à la peau ?,4,
20453,,4,
20454,"Justement la collection que je voulais<ra>le moins étoffer, quel pied !",,
20455,Et il en reste encore tellement !,,
20456,,6,
20457,Les cinémas ne font plus de projections<ra>doubles depuis quelque temps.,6,
20460,À vous tous qui avez pris plaisir à suivre,,
20466,"―――En conclusion,",,
20488,,0,
20602,"quatre ans après sa fugue de la maison Aozaki, dans le plus grand<r>secret.",,
20692,"Tu as pour habitude de maudire ton entourage et de te plaindre. Et puis, tu éprouves l'envie irrépressible de ruiner la vie des gens heureux, mais tu parviens à te contrôler parce que tu n'as aucune bonne raison de t'en prendre à eux... Où est passée la Tōko que je connais ? Celle qui évite de justesse de sombrer dans la folie par la seule force de sa raison ?」",,
20705,"même s'il trouvait ça louche, Tōko était clairement plus douce que<r>d'habitude.",,
20815,"Et donc, je vais me faire ces gêneurs de l'Association et de l'Église avant qu'ils ne me repèrent.」",,
20895,Démon ! Brute ! Génie du Mal ! Tu devrais un peu apprendre à faire preuve de bon sens ! Pas étonnant que j'aie cru qu'un voleur me rendait visite chaque nuit !」,,
20910,"Suse Ritsuka, à peu près deux ans plus vieille que Tōko, était une Mage dépêchée il y a dix ans en tant qu'observatrice du grand-père de cette dernière―――le Mage ayant découvert la voie vers la Cinquième Vraie Magie.",,橙子より二歳ほど年上の周瀬律架は、十年前から橙子の祖^父―――五番目の魔法の路を発掘した魔術師―――の監視^役として派遣された魔術師だ。
20978,,0,
21018,"Celle qui appartient à la catégorie du relatif, qui se soucie des autres,<r>c'est...」",,Pour forcer le retour à la ligne
21076,"Ritsuka fait du boycott et les élèves font de moins en moins de bénévolat...... Au bout du compte, je suis la seule à travailler.」",,律架もサボタージュ、奉仕の生徒さんたちも日に日に減っていく一方……結局、労働力は私ひとりだけなのですね」
21080,La sœur laissa échapper quelques plaintes et souleva d'une seule main un escabeau.,,
21140,"Pour Beo, le repas n'était qu'un simple moyen de réapprovisionnement en énergie.",,
21214,...... Ils n'aiment pas un ingrédient juste parce qu'il sera bon pour le corps. Les hommes mangent en suivant le concept du plaisir. Voilà pourquoi ce qu'on aime évoque la douceur.」,,"……自分の体に合っているからその食材を好む、ではないんだよ。ヒトは ""楽しい"" か ""楽しくない"" かで食事をとる。好きなものが甘く見えるのはその為だ」"
21216,"「Ce n'est qu'un exemple. En tout cas, ça n'évoque sûrement pas<r>l'amertume... Quoique ça doit dépendre des gens.",,
21300,"En première année, je ne le considérais que comme un simple ami<r>d'Aozaki.",,
21305,"Par le plus grand des hasards, on rangeait ensemble le matériel de théâtre du conseil étudiant, et je finis par me poser la question<r>suivante : “Tiens ? J'aurais pas eu le coup de foudre pour lui, en fait ?”",,Pour forcer le retour à la ligne
21312,C'était pour cela que je n'accepterais sûrement pas de céder à la soudaine manifestation de cette illusion particulière à la puberté qu'était<r>l'amour.,,Pour forcer le retour à la ligne
21344,,1,
21345,"Hōsuke, et également,",1,芳助と、
21346,,1," Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
21362,Tu es arrivée bien en retard par contre. Encore un de tes petits<r>boulots ?」,,
21373,"Tandis que je m'inclinais avec empressement pour m'excuser, j'avais aperçu dans sa main une cigarette qu'il était justement sur le point<r>d'allumer.",,
21459,La femme observait d'un air amusé le semblant de petit animal que<r>j'étais.,,
21492,"「La chambre de Sōjū...... Je veux dire, le grenier n'a pas de serrure. N'importe qui peut y entrer n'importe quand.」",,
21494,"Je ne vois pas la source de la détonation, mais...... Yurihiko avait-il l'habitude de manipuler des bombes ? Ça m'étonnerait pas d'un artiste. C'est ce que disait Taro Okamoto, non ?」",,爆発もとは見あたらないけど……ユリヒコ、爆弾で遊ぶ性癖があったとか？　まあ、芸術家らしいけど」
21515,"Quel intérêt aurait-on à utiliser des explosifs...... Quoiqu'avec des bombes télécommandées ou à retardement, on peut mettre à profit le délai avant l'explosion. Les deux types de bombes offrent de nombreuses manières de se créer un alibi.」",,爆発物を使う利点は……そうだな、起爆までのタイムラグを利用した時間操作と、遠隔操作があげられる。どちらも不在証明作りには有利だな」
21556,,1,
21588,"Ta supposition me semble plutôt juste, pourtant.」",,今の憶測に間違いはないと思うけど？」
21637,"En temps normal, il a la personnalité de son utilisateur, mais lorsque des conditions propices à l'exécution des règles se présentent, et à ce moment seulement, la personnalité de Sweets Hearts refait surface.",,
21647,,2,
21713,Té hé.」,,
21730,"Elle disait être fan de rock progressif, mais en réalité, elle préférait<r>l'enka...",,
21731,,0,
21759,「Spur !,,「スキー跡！
21760,"Le nom de cette pension, ça serait pas Spur, Alice ?!」",1,そのペンションの名前、スキー跡とか言わない有珠！？」
21783,"En pensant qu'Aozaki venait à l'école d'ici depuis deux ans, mon admiration ainsi que ma stupéfaction envers sa ténacité allaient encore en grandissant.",,二年以上ここから学校に通っていた蒼崎のタフさに、今更ながら感心するような、呆れるような。
21906,,0,
21953,"『Hahaha, j'reconnais bien là notre Riddell. La soudaineté de tes éruptions émotionnelles est toujours aussi intense ! T'es pas embarrassée de dire des choses comme “regardez la vraie moi” ? Non, tu l'es pas, hein ? Trop fort ! Je l'savais ! Riddell, le métier de star te convient mieux que celui de Mage !』",,『ハハハ、さすがリデルさん、感情のオンオフ激しいっスね！　ホントのアタシを見てー、とか、メルヘン全開で恥ずかしくないッスか？　恥ずかしくないんスよね。スゲー、やっぱリデルさん、魔術師よりアイドル向けッス！』
22004,"Il avait l'air solidement uni, mais le consensus semblait quelque peu<r>fragile.",,
22013,"「Fufufu. Toi, la rose. Tu n'as pas l'air d'avoir bon goût, mais si tu ne lâches pas Sōjūrō, je gobe ta tête tout rond.」",,
22015,,0,
22027,,1,
22091,Je pouvais également percevoir des bruits de pas et de charnières<r>grinçantes.,,
22128,,0,
22132,,0,
22135,,0,
22157,"On lui a juste attaché de la dynamite sur les mains, les jambes et la tête, non ?」",,
22176,"Dans ce cas, le visage prouverait que le corps n'est pas celui du vieil homme. Le coupable aurait voulu à tout prix cacher les traits du cadavre. Toutefois, brûler le visage jusqu'à le rendre méconnaissable donnerait un indice sur la falsification d'identité.」",,その場合、顔があってはあの死体が土桔氏でない事は明白です。犯人はなんとしても顔を隠したい。しかし、だからといって顔を焼いては、その行為そのものが証拠になります」
22213,,0,
22228,「Un Ploy...? Tu insinues que c'est un Ploy qui a tué le grand-père et<r>Riddell ?」,,
22236,「Hō... HōsukeeeーーーーHein ?!」,,
22248,,0,
22267,「,,「
22268,Qu...,,だ、
22269,Qui,1,誰がっ、
22270,traites-tu de,0,三下、
22271,menu fretiiin !」,0,だっつーのっっっっ！」
22273,「,,「
22274,Ne me sous-estimez...,,舐めんじゃ、
22275,pas !,1,ないわよ！
22276,Ggh...,1,ぐっ、
22277,"Ce n'est pas un petit arrêt cardiaque,",,心臓止まったぐらいで、
22278,"gh,",,うぐぅ、
22279,"uuh,",,死んで、
22280,qui...,1,死んで
22281,qui va,,たまるもん、
22282,me tuer !」,1,かっ！」
22284,,0,
22297,,0,
22306,"「... Ils ne sont pas morts ? Si on termine le jeu, ils reviendront parmi<r>nous...?」",,
22382,,0,
22386,Eh oui. Je pensais qu'il était temps que quelqu'un le remarque :<r>M. Yamashiro avait disparu depuis un moment.,,
22387,"「Hum. J'étais dans le manoir la majeure partie du temps, mais comme j'étais occupé avec les préparatifs, je n'ai pas vraiment eu le temps de parler avec tout le monde.",,「うーん。ほとんど屋敷にいたんだけど、パーティーの準備が忙しくてあまりみんなと話していないな。
22388,Parce que deux personnes dont je tairai le nom ne m'ont pas aidé.,0,誰かさんと誰かさんが手伝ってくれないから。
22390,"J'ai aussi fait des courses et entretenu le jardin, mais c'était dans<r>l'après-midi.",,
22414,「..................」,,「………………」
22421,"Cependant, comme tout le monde s'était rassemblé à partir de sept heures, l'horaire réel devait se situer quelque part entre quatre et six heures.",,ただし、七時からは全員が集まっていたので、実際には四時から七時までの時間だろう。
22447,"「Les détails de votre venue à la résidence ne sont pas tous connus, si je ne m'abuse ?",,
22452,"Hmm, enfin, passons. Il existe une autre personne qui remplit la condition consistant à connaître le Ploy, une fille dont la présence ici est peu naturelle. Vous voyez de qui je veux parler, n'est-ce pas ?」",,んー、まあ、それはそれとして、プロイを知っている、って条件ならもう一人、とびきり不自然な娘もいるんだけど。それは誰かが指摘するでしょう」
22491,L'idée du confinement fut adoptée sans même que j'aie à en faire la proposition.,,
22536,"Et comme la ligne du téléphone est coupée, on ne peut pas contacter<r>l'extérieur.」",,
22543,"Bref, tu as toujours les coordonnées ? Magne-toi de le faire<r>décoller ! Je le veux ici dans dix minutes, capiche ?』",0,
22546,"Même si tu voulais en faire décoller un autre, aucun n'est disponible ? Espèce de gros poulet ! Et tu te prends pour un homme d'affaires ? Utilise un peu ta cervelle ! Il y a une base militaire près d'ici, non ? D'après les rumeurs, leur dernier prototype est entreposé là-bas ! Celui spécialisé dans les assauts. Affrète-le !』",,
22549,"『T'es chiant ! Sérieusement, arrête de pleurer de joie ! C'est pour<r>l'argent ! Et c'est tout ! Je me fous complètement du showbiz !",,
22698,,1,
22768,Je songeai que l'idée de s'enfermer dans nos chambres était des plus dangereuses.,,
22788,,1,"Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
22789,,1,"Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
22790,,1,"Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
22791,,1,"Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
22792,,1,"Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
22793,,1,"Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
22839,,1,
22840,,1,
22841,,1,
22842,,1,
22844,,1,
22845,,1,
22846,,1,
22847,,1,
22848,,1,
22863,"Or, nous ne sommes pas sortis une seule fois depuis qu'il s'est mis à pleuvoir.",,
22907,Les lampes murales semblaient être alimentées par une autre source<r>d'électricité. Nous n'étions pas complètement plongés dans le noir.,,
22933,"「?! Qu... Qu'est-ce que tu racontes, Kuma ? C'est dangereux dehors !<r>Ça ira pour moi, alors reste en alerte dans le vestibule avec Tobimaru.」",,
22970,「Hein ?! N... Non Aozaki ! Ne t'isole pasーーー!」,,「え!?　ダ、ダメだってば蒼崎、ひとりになんな―――！」
22985,Aozaki s'écroula au sol et ne bougea plus d'un pouce.,,蒼崎はそのまま地面に倒れ、ぴくりとも動かない。
23028,"Les chambres d'ami sont reliées à un circuit électrique auxiliaire, alors j'espère que l'électricité y marche encore.」",,客室の配線は別系統だから、まだ電源が生きていればいいけど」
23059,"Malgré son air triste, ses paroles se révélaient aussi peu délicates que<r>d'habitude.",,
23087,"「Eh bien, des cordes étaient tirées entre les arbres telle une toile<r>d'araignée.",,
23088,Son cadavre se trouvait au centre de la toile dans une posture<r>tortueuse.,,
23178,「Hum ? On ne peut pas avoir confiance en Kuonji non plus.,,「ん？　久遠寺は信用できねえだろ。
23182,,0,
23194,"Alors, cette condition était peut-être quelque chose que Kuonji approuvait―――ou plutôt, quelque chose avec quoi elle pouvait<r>compatir ?",,
23200,,0,
23211,,1,
23214,"Distraite, je m'étais plongée dans les réflexions qui m'avaient traversé<r>l'esprit.",,
23229,Yamashiro n'avait visiblement pas pris l'avertissement d'Aozaki très au sérieux.,,蒼崎の忠告を、山城先生はどこまで真剣に受けとめているのだろう。
23233,,0,
23247,「Sōjūrō a voulu qu'on l'invite. Il répétait qu'il ferait plaisir à tout le monde aujourd'hui.,,「草十郎が声をかけたんでしょ。アイツ、今日はみんなを喜ばせる、とかはりきってたから。
23278,,0,
23286,"On peut considérer que tout le monde est suspect au niveau de l'heure des meurtres, mais ce sens de l'humour se limite à un nombre restreint de personnes. Ma foi, on peut sûrement exclure Sōjūrō, Beo et Kinomi sur ce point-là.」",,殺害可能時間は平等にあっても、そのセンスだけは限られる。この点で言えば、まあ、草十郎やらベオやら木乃美やらは除外される」
23321,"Pour je ne savais quelle raison, il n'avait pas envie de prestige ou de<r>s'améliorer.",,
23327,,0,
23429,"Ses habits étaient posés sur le meuble, tel un exemplaire dans une<r>vitrine.",,
23439,Il avait fait semblant de dormir pour me rassurer et était resté éveillé.,,眠ったフリをして、わたしを安心させて、寝ずの番をしていてくれたのだ。
23485,「L'invitation au manoir Kuonji ne précisait pas qu'on avait tout préparé pour la fête et que vous pouviez vous contenter de venir les mains<r>vides ?」,,
23490,,0,
23498,,0,
23509,,2,
23555,,1,
23556,,1,
23557,,1,
23561,,1,
23563,t,,
23564,er,,
23565,ne,,
23566,l.,,
23569,,0,
23592,,1," Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
23593,"「Monsieur Yamashiro, vous avez passé une nuit blanche ou quoi ?」",,「山城先生、徹夜明けですか？」
23598,,0,
23640,,1,
23641,,1,
23642,,0,
23644,,1,
23646,,1,
23657,,2,
23697,Il y avait une contradiction fatale entre son témoignage et celui de<r>Kuonji.,,
23710,"「C'est toi le coupable,",,「アンタが
23711,Shizukiーーーー!」,,犯人ね静希ーーーー！」
23769,,0,
23772,,0,
23773,,0,
23774,,0,
23775,,0,
23783,「Tu peux arrêter ton numéro.」,,
23788,,0,
23890,"Je n'avais prévu qu'une chaise pour Ritsuka, mais je vais en chercher<r>d'autres.」",,Pour forcer le retour à la ligne
23895,,0,
23935,,1,
23936,,1,
23937,,0,
23939,,1,
23941,,1,
24016,Je songeai à une sorte de mauvais présage.,,それは何か、不吉な兆しなのでは、と思った。
24017,Je songeai que laisser ouvert n'était pas très prudent.,,鍵はいつも開けっ放しなのか、と思った。
24018,Je songeai que j'aurais pu aisément venir seule.,,これならひとりでも入れるな、と思った。
24019,Je songeai qu'il valait mieux aller dans le salon.,,このまま居間に移動した方がいいと思った。
24020,Je songeai que je devrais d'abord voir ma chambre.,,その前に客室の様子を見た方がいいと思った。
24021,Je songeai que je pourrais me promener sans but particulier.,,意味のない行動をしてみるのもいいと思った。
24022,C'était sinistre. Je songeai qu'il valait mieux rentrer.,,何か不穏。洋館に戻るべきだと思った。
24023,Ça m'intriguait. Je songeai qu'il valait mieux vérifier.,,気になる。確かめてみるべきだと思った。
24024,Je songeai que l'averse risquait d'empirer.,,このまま雨脚は強くなるな、と思った。
24025,Je songeai qu'il risquait de grêler.,,このまま雨は雹になるな、と思った。
24026,Je songeai qu'il vaudrait mieux rentrer chez moi.,,このまま帰ってしまおうか、と思った。
24027,Je songeai que le compte était bon.,,数はあっているな、と思った。
24028,Je songeai que le compte n'était pas bon.,,数を間違えているな、と思った。
24029,Je songeai que je n'avais pas encore vu Shizuki.,,……そういえば、まだ静希を見ていないな、と思った。
24030,Je songeai qu'une affaire lugubre venait de commencer.,,これから陰惨な事件が始まるのだ、と思った。
24031,Je songeai qu'une affaire insensée venait de débuter.,,これからトンデモな事件が始まるのだ、と思った。
24032,Je songeai avoir de la chance de faire équipe avec Tsukiji.,,槻司と組めて良かった、と思った。
